,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,looser,win_by_runs,win_by_wickets,palyer_of_match,venue,umpire1,umpire2
545,546,2015,Bangalore,4/29/2015,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,0,,,0,0,,M Chinnaswamy Stadium,JD Cloete,PG Pathak
546,547,2015,Chennai,4/28/2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,Kolkata Knight Riders,2,0,DJ Bravo,"MA Chidambaram Stadium, Chepauk",RM Deshpande,Vineet Kulkarni
547,548,2015,Delhi,5/1/2015,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Kings XI Punjab,0,9,NM Coulter-Nile,Feroz Shah Kotla,RK Illingworth,S Ravi
548,549,2015,Mumbai,5/1/2015,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,Rajasthan Royals,8,0,AT Rayudu,Wankhede Stadium,Kumar Dharmasena,CK Nandan
549,550,2015,Bangalore,5/2/2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kolkata Knight Riders,0,7,Mandeep Singh,M Chinnaswamy Stadium,JD Cloete,PG Pathak
550,551,2015,Hyderabad,5/2/2015,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Sunrisers Hyderabad,Chennai Super Kings,22,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,K Srinivasan
551,552,2015,Chandigarh,5/3/2015,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Mumbai Indians,Kings XI Punjab,23,0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",RK Illingworth,Vineet Kulkarni
552,553,2015,Mumbai,5/3/2015,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Rajasthan Royals,Delhi Capitals,14,0,AM Rahane,Brabourne Stadium,Kumar Dharmasena,Chris Gaffaney
553,554,2015,Chennai,5/4/2015,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Royal Challengers Bangalore,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,K Srinath
554,555,2015,Kolkata,5/4/2015,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,35,0,UT Yadav,Eden Gardens,Anil Chaudhary,Marais Erasmus
555,556,2015,Mumbai,5/5/2015,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Mumbai Indians,Delhi Capitals,0,5,Harbhajan Singh,Wankhede Stadium,Kumar Dharmasena,Chris Gaffaney
556,557,2015,Bangalore,5/6/2015,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,138,0,CH Gayle,M Chinnaswamy Stadium,RK Illingworth,Vineet Kulkarni
557,558,2015,Mumbai,5/7/2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,Rajasthan Royals,7,0,EJG Morgan,Brabourne Stadium,JD Cloete,C Shamshuddin
558,559,2015,Chennai,5/8/2015,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Mumbai Indians,Chennai Super Kings,0,6,HH Pandya,"MA Chidambaram Stadium, Chepauk",Chris Gaffaney,CK Nandan
559,560,2015,Kolkata,5/9/2015,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,1,AD Russell,Eden Gardens,Anil Chaudhary,Kumar Dharmasena
560,561,2015,Raipur,5/9/2015,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Delhi Capitals,6,0,MC Henriques,Shaheed Veer Narayan Singh International Stadium,Vineet Kulkarni,S Ravi
561,562,2015,Mumbai,5/10/2015,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,Mumbai Indians,39,0,AB de Villiers,Wankhede Stadium,JD Cloete,C Shamshuddin
562,563,2015,Chennai,5/10/2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,Rajasthan Royals,12,0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Marais Erasmus,CK Nandan
563,564,2015,Hyderabad,5/11/2015,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Kings XI Punjab,5,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,Kumar Dharmasena
564,565,2015,Raipur,5/12/2015,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Delhi Capitals,Chennai Super Kings,0,6,Z Khan,Shaheed Veer Narayan Singh International Stadium,RK Illingworth,Vineet Kulkarni
565,566,2015,Chandigarh,5/13/2015,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,Royal Challengers Bangalore,22,0,AR Patel,"Punjab Cricket Association Stadium, Mohali",JD Cloete,C Shamshuddin
566,567,2015,Mumbai,5/14/2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,Kolkata Knight Riders,5,0,HH Pandya,Wankhede Stadium,RK Illingworth,Vineet Kulkarni
567,568,2015,Hyderabad,5/15/2015,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,1,Royal Challengers Bangalore,Sunrisers Hyderabad,0,6,V Kohli,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,Kumar Dharmasena
568,569,2015,Chandigarh,5/16/2015,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Chennai Super Kings,Kings XI Punjab,0,7,P Negi,"Punjab Cricket Association Stadium, Mohali",CK Nandan,C Shamshuddin
569,570,2015,Mumbai,5/16/2015,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,Kolkata Knight Riders,9,0,SR Watson,Brabourne Stadium,RM Deshpande,RK Illingworth
570,571,2015,Bangalore,5/17/2015,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,no result,0,,,0,0,,M Chinnaswamy Stadium,Kumar Dharmasena,K Srinivasan
571,572,2015,Hyderabad,5/17/2015,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,Sunrisers Hyderabad,0,9,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",Chris Gaffaney,K Srinath
572,573,2015,Mumbai,5/19/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,Chennai Super Kings,25,0,KA Pollard,Wankhede Stadium,Kumar Dharmasena,RK Illingworth
573,574,2015,Pune,5/20/2015,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,Rajasthan Royals,71,0,AB de Villiers,Maharashtra Cricket Association Stadium,Anil Chaudhary,C Shamshuddin
574,575,2015,Ranchi,5/22/2015,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Royal Challengers Bangalore,0,3,A Nehra,JSCA International Stadium Complex,Anil Chaudhary,Chris Gaffaney
575,576,2015,Kolkata,5/24/2015,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,Chennai Super Kings,41,0,RG Sharma,Eden Gardens,Kumar Dharmasena,RK Illingworth
576,577,2016,Mumbai,4/9/2016,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,normal,0,Rising Pune Supergiants,Mumbai Indians,0,9,AM Rahane,Wankhede Stadium,Kumar Dharmasena,CK Nandan
577,578,2016,Kolkata,4/10/2016,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Delhi Capitals,0,9,AD Russell,Eden Gardens,S Ravi,C Shamshuddin
578,579,2016,Chandigarh,4/11/2016,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Kings XI Punjab,0,5,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",Anil Chaudhary,Vineet Kulkarni
579,580,2016,Bangalore,4/12/2016,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,Sunrisers Hyderabad,45,0,AB de Villiers,M Chinnaswamy Stadium,Kumar Dharmasena,Virender Kumar Sharma
580,581,2016,Kolkata,4/13/2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kolkata Knight Riders,0,6,RG Sharma,Eden Gardens,Nitin Menon,S Ravi
581,582,2016,Rajkot,4/14/2016,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,bat,normal,0,Gujarat Lions,Rising Pune Supergiants,0,7,AJ Finch,Saurashtra Cricket Association Stadium,Vineet Kulkarni,CK Nandan
582,583,2016,Delhi,4/15/2016,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Kings XI Punjab,0,8,A Mishra,Feroz Shah Kotla,S Ravi,C Shamshuddin
583,584,2016,Hyderabad,4/16/2016,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,0,8,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,CK Nandan
584,585,2016,Mumbai,4/16/2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Mumbai Indians,0,3,AJ Finch,Wankhede Stadium,Kumar Dharmasena,Virender Kumar Sharma
585,586,2016,Chandigarh,4/17/2016,Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,bat,normal,0,Kings XI Punjab,Rising Pune Supergiants,0,6,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin
586,587,2016,Bangalore,4/17/2016,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Royal Challengers Bangalore,0,7,Q de Kock,M Chinnaswamy Stadium,Vineet Kulkarni,A Nand Kishore
587,588,2016,Hyderabad,4/18/2016,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Mumbai Indians,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Kumar Dharmasena,Virender Kumar Sharma
588,589,2016,Chandigarh,4/19/2016,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,0,6,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin
589,590,2016,Mumbai,4/20/2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,0,6,RG Sharma,Wankhede Stadium,Anil Chaudhary,CK Nandan
590,591,2016,Rajkot,4/21/2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Gujarat Lions,0,10,B Kumar,Saurashtra Cricket Association Stadium,K Bharatan,Kumar Dharmasena
591,592,2016,Pune,4/22/2016,Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,0,Royal Challengers Bangalore,Rising Pune Supergiants,13,0,AB de Villiers,Maharashtra Cricket Association Stadium,Chris Gaffaney,Virender Kumar Sharma
592,593,2016,Delhi,4/23/2016,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,Mumbai Indians,10,0,SV Samson,Feroz Shah Kotla,S Ravi,C Shamshuddin
593,594,2016,Hyderabad,4/23/2016,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Kings XI Punjab,0,5,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,CK Nandan
594,595,2016,Rajkot,4/24/2016,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,0,Gujarat Lions,Royal Challengers Bangalore,0,6,V Kohli,Saurashtra Cricket Association Stadium,K Bharatan,Bruce Oxenford
595,596,2016,Pune,4/24/2016,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Rising Pune Supergiants,0,2,SA Yadav,Maharashtra Cricket Association Stadium,Chris Gaffaney,A Nand Kishore
596,597,2016,Chandigarh,4/25/2016,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,Kings XI Punjab,25,0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,Rod Tucker
597,598,2016,Hyderabad,4/26/2016,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,1,Rising Pune Supergiants,Sunrisers Hyderabad,34,0,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",Anil Dandekar,CK Nandan
598,599,2016,Delhi,4/27/2016,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Gujarat Lions,Delhi Capitals,1,0,CH Morris,Feroz Shah Kotla,Marais Erasmus,S Ravi
599,600,2016,Mumbai,4/28/2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Kolkata Knight Riders,0,6,RG Sharma,Wankhede Stadium,Nitin Menon,Rod Tucker
600,601,2016,Pune,4/29/2016,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Rising Pune Supergiants,0,3,DR Smith,Maharashtra Cricket Association Stadium,Chris Gaffaney,Bruce Oxenford
601,602,2016,Delhi,4/30/2016,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Capitals,Kolkata Knight Riders,27,0,CR Brathwaite,Feroz Shah Kotla,KN Ananthapadmanabhan,Marais Erasmus
602,603,2016,Hyderabad,4/30/2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,15,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,Kumar Dharmasena
603,604,2016,Rajkot,5/1/2016,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Kings XI Punjab,Gujarat Lions,23,0,AR Patel,Saurashtra Cricket Association Stadium,Bruce Oxenford,Virender Kumar Sharma
604,605,2016,Pune,5/1/2016,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Rising Pune Supergiants,0,8,RG Sharma,Maharashtra Cricket Association Stadium,Anil Dandekar,Rod Tucker
605,606,2016,Bangalore,5/2/2016,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,0,5,AD Russell,M Chinnaswamy Stadium,Marais Erasmus,S Ravi
606,607,2016,Rajkot,5/3/2016,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Gujarat Lions,0,8,RR Pant,Saurashtra Cricket Association Stadium,Chris Gaffaney,Bruce Oxenford
607,608,2016,Kolkata,5/4/2016,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,Kings XI Punjab,7,0,AD Russell,Eden Gardens,Anil Chaudhary,Kumar Dharmasena
608,609,2016,Delhi,5/5/2016,Delhi Capitals,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,0,Rising Pune Supergiants,Delhi Capitals,0,7,AM Rahane,Feroz Shah Kotla,C Shamshuddin,Rod Tucker
609,610,2016,Hyderabad,5/6/2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Gujarat Lions,0,5,B Kumar,"Rajiv Gandhi International Stadium, Uppal",Marais Erasmus,S Ravi
610,611,2016,Bangalore,5/7/2016,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Rising Pune Supergiants,0,7,V Kohli,M Chinnaswamy Stadium,Chris Gaffaney,Bruce Oxenford
611,612,2016,Chandigarh,5/7/2016,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,Delhi Capitals,9,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kumar Dharmasena,CK Nandan
612,613,2016,Visakhapatnam,5/8/2016,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,Mumbai Indians,85,0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,S Ravi,C Shamshuddin
613,614,2016,Kolkata,5/8/2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Kolkata Knight Riders,0,5,P Kumar,Eden Gardens,Marais Erasmus,Rod Tucker
614,615,2016,Chandigarh,5/9/2016,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,1,0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",Anil Chaudhary,Kumar Dharmasena
615,616,2016,Visakhapatnam,5/10/2016,Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Rising Pune Supergiants,4,0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chris Gaffaney,Virender Kumar Sharma
616,617,2016,Bangalore,5/11/2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,0,6,KH Pandya,M Chinnaswamy Stadium,Anil Dandekar,C Shamshuddin
617,618,2016,Hyderabad,5/12/2016,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Sunrisers Hyderabad,0,7,CH Morris,"Rajiv Gandhi International Stadium, Uppal",K Bharatan,Marais Erasmus
618,619,2016,Visakhapatnam,5/13/2016,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,Mumbai Indians,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kumar Dharmasena,CK Nandan
619,620,2016,Bangalore,5/14/2016,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,Gujarat Lions,144,0,AB de Villiers,M Chinnaswamy Stadium,Anil Dandekar,Virender Kumar Sharma
620,621,2016,Kolkata,5/14/2016,Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,bat,normal,1,Kolkata Knight Riders,Rising Pune Supergiants,0,8,YK Pathan,Eden Gardens,A Nand Kishore,Bruce Oxenford
621,622,2016,Chandigarh,5/15/2016,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,Kings XI Punjab,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,Marais Erasmus
622,623,2016,Visakhapatnam,5/15/2016,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,Delhi Capitals,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,CK Nandan
623,624,2016,Kolkata,5/16/2016,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kolkata Knight Riders,0,9,V Kohli,Eden Gardens,Chris Gaffaney,A Nand Kishore
624,625,2016,Visakhapatnam,5/17/2016,Delhi Capitals,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,1,Rising Pune Supergiants,Delhi Capitals,19,0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin
625,626,2016,Bangalore,5/18/2016,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,1,Royal Challengers Bangalore,Kings XI Punjab,82,0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,Marais Erasmus
626,627,2016,Kanpur,5/19/2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Kolkata Knight Riders,0,6,DR Smith,Green Park,Anil Chaudhary,CK Nandan
627,628,2016,Raipur,5/20/2016,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Sunrisers Hyderabad,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,Bruce Oxenford
628,629,2016,Visakhapatnam,5/21/2016,Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,bat,normal,0,Rising Pune Supergiants,Kings XI Punjab,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kumar Dharmasena,Nitin Menon
629,630,2016,Kanpur,5/21/2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,Mumbai Indians,0,6,SK Raina,Green Park,Anil Chaudhary,CK Nandan
630,631,2016,Kolkata,5/22/2016,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,Sunrisers Hyderabad,22,0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,Marais Erasmus
631,632,2016,Raipur,5/22/2016,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Delhi Capitals,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,Bruce Oxenford
632,633,2016,Bangalore,5/24/2016,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Gujarat Lions,0,4,AB de Villiers,M Chinnaswamy Stadium,Anil Chaudhary,Kumar Dharmasena
633,634,2016,Delhi,5/25/2016,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,Kolkata Knight Riders,22,0,MC Henriques,Feroz Shah Kotla,Marais Erasmus,C Shamshuddin
634,635,2016,Delhi,5/27/2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Gujarat Lions,0,4,DA Warner,Feroz Shah Kotla,Marais Erasmus,CK Nandan
635,636,2016,Bangalore,5/29/2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,Royal Challengers Bangalore,8,0,BCJ Cutting,M Chinnaswamy Stadium,Kumar Dharmasena,Bruce Oxenford
636,7894,2018,Mumbai,4/7/2018,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Mumbai Indians,0,1,DJ Bravo,Wankhede Stadium,Chris Gaffaney,A Nand Kishore
637,7895,2018,Mohali,4/8/2018,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,Delhi Capitals,0,6,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rod Tucker,KN Ananthapadmanabhan
638,7896,2018,Kolkata,4/8/2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Royal Challengers Bangalore,0,4,SP Narine,Eden Gardens,C Shamshuddin,A Deshmukh
639,7897,2018,Hyderabad,4/9/2018,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Rajasthan Royals,0,9,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",Nigel Llong,Vineet Kulkarni
640,7898,2018,Chennai,4/10/2018,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,Kolkata Knight Riders,0,5,SW Billings,"MA Chidambaram Stadium, Chepauk",Anil Chaudhary,Chris Gaffaney
641,7899,2018,Jaipur,4/11/2018,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,1,Rajasthan Royals,Delhi Capitals,10,0,SV Samson,Sawai Mansingh Stadium,KN Ananthapadmanabhan,Rod Tucker
642,7900,2018,Hyderabad,4/12/2018,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Mumbai Indians,0,1,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",CK Nandan,Nigel Llong
643,7901,2018,Bangalore,4/13/2018,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,Kings XI Punjab,0,4,UT Yadav,M Chinnaswamy Stadium,S Ravi,A Deshmukh
644,7902,2018,Mumbai,4/14/2018,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,Mumbai Indians,0,7,JJ Roy,Wankhede Stadium,KN Ananthapadmanabhan,Nitin Menon
645,7903,2018,Kolkata,4/14/2018,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,Kolkata Knight Riders,0,5,B Stanlake,Eden Gardens,A Nand Kishore,Anil Chaudhary
646,7904,2018,Bangalore,4/15/2018,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,Royal Challengers Bangalore,19,0,SV Samson,M Chinnaswamy Stadium,C Shamshuddin,S Ravi
647,7905,2018,Mohali,4/15/2018,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,Chennai Super Kings,4,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",Vineet Kulkarni,CK Nandan
648,7906,2018,Kolkata,4/16/2018,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Kolkata Knight Riders,Delhi Capitals,71,0,N Rana,Eden Gardens,Anil Chaudhary,A Nand Kishore
649,7907,2018,Mumbai,4/17/2018,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,Royal Challengers Bangalore,46,0,RG Sharma,Wankhede Stadium,Rod Tucker,Nitin Menon
650,7908,2018,Jaipur,4/18/2018,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,Rajasthan Royals,0,7,N Rana,Sawai Mansingh Stadium,S Ravi,A Deshmukh
651,7909,2018,Mohali,4/19/2018,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Kings XI Punjab,Sunrisers Hyderabad,15,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nigel Llong,Anil Chaudhary
652,7910,2018,Pune,4/20/2018,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,Rajasthan Royals,64,0,SR Watson,Maharashtra Cricket Association Stadium,Nitin Menon,KN Ananthapadmanabhan
653,7911,2018,Kolkata,4/21/2018,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,1,Kings XI Punjab,Kolkata Knight Riders,0,9,KL Rahul,Eden Gardens,C Shamshuddin,A Deshmukh
